,year,prov,spc,total,pop,den
48,2015,กาญจนบุรี,Physician,87.0,882146,9.862313041151918
49,2015,กาญจนบุรี,Preventive Medicine,0.0,882146,0.0
50,2015,กาญจนบุรี,Psychiatry,1.0,882146,0.11335992001324044
51,2015,กาญจนบุรี,Radiology,1.0,882146,0.11335992001324044
52,2015,กาญจนบุรี,Rehabilitation Medicine,0.0,882146,0.0
53,2015,กาญจนบุรี,Surgery,7.0,882146,0.793519440092683
54,2015,กาฬสินธุ์,Anesthesiology,0.0,985203,0.0
55,2015,กาฬสินธุ์,Emergency Medicine,0.0,985203,0.0
56,2015,กาฬสินธุ์,Family Medicine,8.0,985203,0.8120153917517507
57,2015,กาฬสินธุ์,General Practitioner,25.0,985203,2.537548099224221
58,2015,กาฬสินธุ์,Gynecology,2.0,985203,0.2030038479379377
59,2015,กาฬสินธุ์,Internal Medicine,3.0,985203,0.30450577190690653
60,2015,กาฬสินธุ์,Neurosurgery,0.0,985203,0.0
61,2015,กาฬสินธุ์,Ophthalmology,0.0,985203,0.0
62,2015,กาฬสินธุ์,Orthopedic,2.0,985203,0.2030038479379377
63,2015,กาฬสินธุ์,Otolaryngology,0.0,985203,0.0
64,2015,กาฬสินธุ์,Pathology,0.0,985203,0.0
65,2015,กาฬสินธุ์,Pediatrics,5.0,985203,0.5075096198448442
66,2015,กาฬสินธุ์,Physician,201.0,985203,20.401886717762736
67,2015,กาฬสินธุ์,Preventive Medicine,1.0,985203,0.10150192396896884
68,2015,กาฬสินธุ์,Psychiatry,0.0,985203,0.0
69,2015,กาฬสินธุ์,Radiology,0.0,985203,0.0
70,2015,กาฬสินธุ์,Rehabilitation Medicine,0.0,985203,0.0
71,2015,กาฬสินธุ์,Surgery,2.0,985203,0.2030038479379377
72,2015,กำแพงเพชร,Anesthesiology,4.0,730158,0.5478266347831565
73,2015,กำแพงเพชร,Emergency Medicine,1.0,730158,0.13695665869578913
74,2015,กำแพงเพชร,Family Medicine,5.0,730158,0.6847832934789456
75,2015,กำแพงเพชร,General Practitioner,12.0,730158,1.6434799043494694
76,2015,กำแพงเพชร,Gynecology,6.0,730158,0.8217399521747347
77,2015,กำแพงเพชร,Internal Medicine,12.0,730158,1.6434799043494694
78,2015,กำแพงเพชร,Neurosurgery,0.0,730158,0.0
79,2015,กำแพงเพชร,Ophthalmology,4.0,730158,0.5478266347831565
80,2015,กำแพงเพชร,Orthopedic,5.0,730158,0.6847832934789456
81,2015,กำแพงเพชร,Otolaryngology,2.0,730158,0.27391331739157826
82,2015,กำแพงเพชร,Pathology,1.0,730158,0.13695665869578913
83,2015,กำแพงเพชร,Pediatrics,6.0,730158,0.8217399521747347
84,2015,กำแพงเพชร,Physician,119.0,730158,16.297842384798905
85,2015,กำแพงเพชร,Preventive Medicine,5.0,730158,0.6847832934789456
86,2015,กำแพงเพชร,Psychiatry,2.0,730158,0.27391331739157826
87,2015,กำแพงเพชร,Radiology,4.0,730158,0.5478266347831565
88,2015,กำแพงเพชร,Rehabilitation Medicine,1.0,730158,0.13695665869578913
89,2015,กำแพงเพชร,Surgery,10.0,730158,1.3695665869578912
90,2015,ขอนแก่น,Anesthesiology,25.0,1798014,1.3904229889199975
91,2015,ขอนแก่น,Emergency Medicine,6.0,1798014,0.3337015173407994
92,2015,ขอนแก่น,Family Medicine,27.0,1798014,1.5016568280335971
93,2015,ขอนแก่น,General Practitioner,74.0,1798014,4.115652047203192
94,2015,ขอนแก่น,Gynecology,36.0,1798014,2.002209104044796
95,2015,ขอนแก่น,Internal Medicine,84.0,1798014,4.671821242771191
96,2015,ขอนแก่น,Neurosurgery,3.0,1798014,0.1668507586703997
97,2015,ขอนแก่น,Ophthalmology,11.0,1798014,0.6117861151247989
98,2015,ขอนแก่น,Orthopedic,33.0,1798014,1.8353583453743965
99,2015,ขอนแก่น,Otolaryngology,10.0,1798014,0.5561691955679989
100,2015,ขอนแก่น,Pathology,5.0,1798014,0.27808459778399947
101,2015,ขอนแก่น,Pediatrics,34.0,1798014,1.8909752649311964
102,2015,ขอนแก่น,Physician,489.0,1798014,27.19667366327515
103,2015,ขอนแก่น,Preventive Medicine,14.0,1798014,0.7786368737951985
104,2015,ขอนแก่น,Psychiatry,12.0,1798014,0.6674030346815988
105,2015,ขอนแก่น,Radiology,16.0,1798014,0.8898707129087984
106,2015,ขอนแก่น,Rehabilitation Medicine,5.0,1798014,0.27808459778399947
107,2015,ขอนแก่น,Surgery,53.0,1798014,2.9476967365103945
108,2015,จันทบุรี,Anesthesiology,6.0,531037,1.1298647740176297
109,2015,จันทบุรี,Emergency Medicine,2.0,531037,0.3766215913392099
110,2015,จันทบุรี,Family Medicine,1.0,531037,0.18831079566960496
111,2015,จันทบุรี,General Practitioner,13.0,531037,2.4480403437048643
112,2015,จันทบุรี,Gynecology,16.0,531037,3.0129727307136793
113,2015,จันทบุรี,Internal Medicine,50.0,531037,9.415539783480247
114,2015,จันทบุรี,Neurosurgery,4.0,531037,0.7532431826784198
115,2015,จันทบุรี,Ophthalmology,0.0,531037,0.0
116,2015,จันทบุรี,Orthopedic,0.0,531037,0.0
117,2015,จันทบุรี,Otolaryngology,0.0,531037,0.0
118,2015,จันทบุรี,Pathology,3.0,531037,0.5649323870088149
119,2015,จันทบุรี,Pediatrics,0.0,531037,0.0
120,2015,จันทบุรี,Physician,234.0,531037,44.06472618668756
121,2015,จันทบุรี,Preventive Medicine,2.0,531037,0.3766215913392099
122,2015,จันทบุรี,Psychiatry,0.0,531037,0.0
123,2015,จันทบุรี,Radiology,4.0,531037,0.7532431826784198
124,2015,จันทบุรี,Rehabilitation Medicine,2.0,531037,0.3766215913392099
125,2015,จันทบุรี,Surgery,33.0,531037,6.214256257096963
126,2015,ฉะเชิงเทรา,Anesthesiology,3.0,700902,0.4280198943646901
127,2015,ฉะเชิงเทรา,Emergency Medicine,2.0,700902,0.28534659624312675
128,2015,ฉะเชิงเทรา,Family Medicine,9.0,700902,1.2840596830940703
129,2015,ฉะเชิงเทรา,General Practitioner,29.0,700902,4.137525645525337
130,2015,ฉะเชิงเทรา,Gynecology,12.0,700902,1.7120795774587605
131,2015,ฉะเชิงเทรา,Internal Medicine,21.0,700902,2.9961392605528308
132,2015,ฉะเชิงเทรา,Neurosurgery,2.0,700902,0.28534659624312675
133,2015,ฉะเชิงเทรา,Ophthalmology,3.0,700902,0.4280198943646901
134,2015,ฉะเชิงเทรา,Orthopedic,8.0,700902,1.141386384972507
135,2015,ฉะเชิงเทรา,Otolaryngology,4.0,700902,0.5706931924862535
136,2015,ฉะเชิงเทรา,Pathology,2.0,700902,0.28534659624312675
137,2015,ฉะเชิงเทรา,Pediatrics,10.0,700902,1.4267329812156337
138,2015,ฉะเชิงเทรา,Physician,264.0,700902,37.66575070409273
139,2015,ฉะเชิงเทรา,Preventive Medicine,2.0,700902,0.28534659624312675
140,2015,ฉะเชิงเทรา,Psychiatry,3.0,700902,0.4280198943646901
141,2015,ฉะเชิงเทรา,Radiology,3.0,700902,0.4280198943646901
142,2015,ฉะเชิงเทรา,Rehabilitation Medicine,1.0,700902,0.14267329812156337
143,2015,ฉะเชิงเทรา,Surgery,9.0,700902,1.2840596830940703
144,2015,ชลบุรี,Anesthesiology,17.0,1455039,1.1683535630316437
145,2015,ชลบุรี,Emergency Medicine,13.0,1455039,0.8934468423183158
146,2015,ชลบุรี,Family Medicine,19.0,1455039,1.3058069233883078
147,2015,ชลบุรี,General Practitioner,132.0,1455039,9.071921783539823
148,2015,ชลบุรี,Gynecology,33.0,1455039,2.2679804458849557
149,2015,ชลบุรี,Internal Medicine,100.0,1455039,6.872668017833199
150,2015,ชลบุรี,Neurosurgery,7.0,1455039,0.48108676124832395
151,2015,ชลบุรี,Ophthalmology,14.0,1455039,0.9621735224966479
152,2015,ชลบุรี,Orthopedic,27.0,1455039,1.8556203648149636
153,2015,ชลบุรี,Otolaryngology,14.0,1455039,0.9621735224966479
154,2015,ชลบุรี,Pathology,8.0,1455039,0.5498134414266559
155,2015,ชลบุรี,Pediatrics,53.0,1455039,3.6425140494515955
156,2015,ชลบุรี,Physician,763.0,1455039,52.43845697606731
157,2015,ชลบุรี,Preventive Medicine,11.0,1455039,0.7559934819616518
158,2015,ชลบุรี,Psychiatry,12.0,1455039,0.8247201621399839
159,2015,ชลบุรี,Radiology,13.0,1455039,0.8934468423183158
160,2015,ชลบุรี,Rehabilitation Medicine,10.0,1455039,0.6872668017833199
161,2015,ชลบุรี,Surgery,48.0,1455039,3.2988806485599356
162,2015,ชัยนาท,Anesthesiology,2.0,331655,0.6030362877086128
163,2015,ชัยนาท,Emergency Medicine,1.0,331655,0.3015181438543064
164,2015,ชัยนาท,Family Medicine,2.0,331655,0.6030362877086128
165,2015,ชัยนาท,General Practitioner,5.0,331655,1.5075907192715323
166,2015,ชัยนาท,Gynecology,4.0,331655,1.2060725754172257
167,2015,ชัยนาท,Internal Medicine,8.0,331655,2.4121451508344514
168,2015,ชัยนาท,Neurosurgery,0.0,331655,0.0
169,2015,ชัยนาท,Ophthalmology,2.0,331655,0.6030362877086128
170,2015,ชัยนาท,Orthopedic,5.0,331655,1.5075907192715323
171,2015,ชัยนาท,Otolaryngology,2.0,331655,0.6030362877086128
172,2015,ชัยนาท,Pathology,1.0,331655,0.3015181438543064
173,2015,ชัยนาท,Pediatrics,6.0,331655,1.8091088631258387
174,2015,ชัยนาท,Physician,77.0,331655,23.216897076781596
175,2015,ชัยนาท,Preventive Medicine,1.0,331655,0.3015181438543064
176,2015,ชัยนาท,Psychiatry,1.0,331655,0.3015181438543064
177,2015,ชัยนาท,Radiology,1.0,331655,0.3015181438543064
178,2015,ชัยนาท,Rehabilitation Medicine,1.0,331655,0.3015181438543064
179,2015,ชัยนาท,Surgery,44.0,331655,13.266798329589484
180,2015,ชัยภูมิ,Anesthesiology,5.0,1138252,0.4392700386206218
181,2015,ชัยภูมิ,Emergency Medicine,0.0,1138252,0.0
182,2015,ชัยภูมิ,Family Medicine,15.0,1138252,1.3178101158618654
183,2015,ชัยภูมิ,General Practitioner,45.0,1138252,3.9534303475855963
184,2015,ชัยภูมิ,Gynecology,11.0,1138252,0.9663940849653679
185,2015,ชัยภูมิ,Internal Medicine,13.0,1138252,1.1421021004136167
186,2015,ชัยภูมิ,Neurosurgery,0.0,1138252,0.0
187,2015,ชัยภูมิ,Ophthalmology,5.0,1138252,0.4392700386206218
188,2015,ชัยภูมิ,Orthopedic,9.0,1138252,0.7906860695171193
189,2015,ชัยภูมิ,Otolaryngology,6.0,1138252,0.5271240463447462
190,2015,ชัยภูมิ,Pathology,0.0,1138252,0.0
191,2015,ชัยภูมิ,Pediatrics,11.0,1138252,0.9663940849653679
192,2015,ชัยภูมิ,Physician,246.0,1138252,21.612085900134595
193,2015,ชัยภูมิ,Preventive Medicine,9.0,1138252,0.7906860695171193
194,2015,ชัยภูมิ,Psychiatry,1.0,1138252,0.08785400772412437
195,2015,ชัยภูมิ,Radiology,5.0,1138252,0.4392700386206218
196,2015,ชัยภูมิ,Rehabilitation Medicine,0.0,1138252,0.0
197,2015,ชัยภูมิ,Surgery,12.0,1138252,1.0542480926894924
198,2015,ชุมพร,Anesthesiology,3.0,505830,0.5930846331771544
199,2015,ชุมพร,Emergency Medicine,0.0,505830,0.0
200,2015,ชุมพร,Family Medicine,4.0,505830,0.7907795109028725
201,2015,ชุมพร,General Practitioner,22.0,505830,4.349287309965799
202,2015,ชุมพร,Gynecology,11.0,505830,2.1746436549828996
203,2015,ชุมพร,Internal Medicine,24.0,505830,4.744677065417235
204,2015,ชุมพร,Neurosurgery,5.0,505830,0.9884743886285906
205,2015,ชุมพร,Ophthalmology,4.0,505830,0.7907795109028725
206,2015,ชุมพร,Orthopedic,7.0,505830,1.3838641440800268
207,2015,ชุมพร,Otolaryngology,3.0,505830,0.5930846331771544
208,2015,ชุมพร,Pathology,2.0,505830,0.39538975545143623
209,2015,ชุมพร,Pediatrics,7.0,505830,1.3838641440800268
210,2015,ชุมพร,Physician,280.0,505830,55.35456576320107
211,2015,ชุมพร,Preventive Medicine,1.0,505830,0.19769487772571812
212,2015,ชุมพร,Psychiatry,4.0,505830,0.7907795109028725
213,2015,ชุมพร,Radiology,3.0,505830,0.5930846331771544
214,2015,ชุมพร,Rehabilitation Medicine,0.0,505830,0.0
215,2015,ชุมพร,Surgery,14.0,505830,2.7677282881600536
216,2015,ตรัง,Anesthesiology,0.0,640793,0.0
217,2015,ตรัง,Emergency Medicine,0.0,640793,0.0
218,2015,ตรัง,Family Medicine,0.0,640793,0.0
219,2015,ตรัง,General Practitioner,0.0,640793,0.0
220,2015,ตรัง,Gynecology,0.0,640793,0.0
221,2015,ตรัง,Internal Medicine,0.0,640793,0.0
222,2015,ตรัง,Neurosurgery,0.0,640793,0.0
223,2015,ตรัง,Ophthalmology,0.0,640793,0.0
224,2015,ตรัง,Orthopedic,0.0,640793,0.0
225,2015,ตรัง,Otolaryngology,0.0,640793,0.0
226,2015,ตรัง,Pathology,0.0,640793,0.0
227,2015,ตรัง,Pediatrics,0.0,640793,0.0
228,2015,ตรัง,Physician,18.0,640793,2.8090194493385536
229,2015,ตรัง,Preventive Medicine,0.0,640793,0.0
230,2015,ตรัง,Psychiatry,0.0,640793,0.0
231,2015,ตรัง,Radiology,0.0,640793,0.0
232,2015,ตรัง,Rehabilitation Medicine,0.0,640793,0.0
233,2015,ตรัง,Surgery,0.0,640793,0.0
234,2015,ตราด,Anesthesiology,0.0,229435,0.0
235,2015,ตราด,Emergency Medicine,0.0,229435,0.0
236,2015,ตราด,Family Medicine,0.0,229435,0.0
237,2015,ตราด,General Practitioner,0.0,229435,0.0
238,2015,ตราด,Gynecology,0.0,229435,0.0
239,2015,ตราด,Internal Medicine,0.0,229435,0.0
240,2015,ตราด,Neurosurgery,0.0,229435,0.0
241,2015,ตราด,Ophthalmology,0.0,229435,0.0
242,2015,ตราด,Orthopedic,0.0,229435,0.0
243,2015,ตราด,Otolaryngology,0.0,229435,0.0
244,2015,ตราด,Pathology,0.0,229435,0.0
245,2015,ตราด,Pediatrics,0.0,229435,0.0
246,2015,ตราด,Physician,13.0,229435,5.66609279316582
247,2015,ตราด,Preventive Medicine,0.0,229435,0.0
248,2015,ตราด,Psychiatry,0.0,229435,0.0
249,2015,ตราด,Radiology,0.0,229435,0.0
250,2015,ตราด,Rehabilitation Medicine,0.0,229435,0.0
251,2015,ตราด,Surgery,0.0,229435,0.0
252,2015,ตาก,Anesthesiology,5.0,618382,0.808561698108936
253,2015,ตาก,Emergency Medicine,1.0,618382,0.1617123396217872
254,2015,ตาก,Family Medicine,7.0,618382,1.1319863773525103
255,2015,ตาก,General Practitioner,13.0,618382,2.1022604150832334
256,2015,ตาก,Gynecology,8.0,618382,1.2936987169742975
257,2015,ตาก,Internal Medicine,88.0,618382,14.230685886717271
258,2015,ตาก,Neurosurgery,1.0,618382,0.1617123396217872
259,2015,ตาก,Ophthalmology,4.0,618382,0.6468493584871488
260,2015,ตาก,Orthopedic,9.0,618382,1.4554110565960847
261,2015,ตาก,Otolaryngology,5.0,618382,0.808561698108936
262,2015,ตาก,Pathology,0.0,618382,0.0
263,2015,ตาก,Pediatrics,6.0,618382,0.9702740377307231
264,2015,ตาก,Physician,147.0,618382,23.771713924402714
265,2015,ตาก,Preventive Medicine,3.0,618382,0.48513701886536154
266,2015,ตาก,Psychiatry,2.0,618382,0.3234246792435744
267,2015,ตาก,Radiology,6.0,618382,0.9702740377307231
268,2015,ตาก,Rehabilitation Medicine,1.0,618382,0.1617123396217872
269,2015,ตาก,Surgery,12.0,618382,1.9405480754614461
270,2015,นครนายก,Anesthesiology,10.0,258577,3.867319985922955
271,2015,นครนายก,Emergency Medicine,0.0,258577,0.0
272,2015,นครนายก,Family Medicine,7.0,258577,2.7071239901460684
273,2015,นครนายก,General Practitioner,12.0,258577,4.640783983107546
274,2015,นครนายก,Gynecology,31.0,258577,11.98869195636116
275,2015,นครนายก,Internal Medicine,60.0,258577,23.203919915537732
276,2015,นครนายก,Neurosurgery,6.0,258577,2.320391991553773
277,2015,นครนายก,Ophthalmology,12.0,258577,4.640783983107546
278,2015,นครนายก,Orthopedic,19.0,258577,7.347907973253615
279,2015,นครนายก,Otolaryngology,14.0,258577,5.414247980292137
280,2015,นครนายก,Pathology,11.0,258577,4.25405198451525
281,2015,นครนายก,Pediatrics,43.0,258577,16.62947593946871
282,2015,นครนายก,Physician,555.0,258577,214.636259218724
283,2015,นครนายก,Preventive Medicine,5.0,258577,1.9336599929614775
284,2015,นครนายก,Psychiatry,13.0,258577,5.027515981699842
285,2015,นครนายก,Radiology,8.0,258577,3.093855988738364
286,2015,นครนายก,Rehabilitation Medicine,5.0,258577,1.9336599929614775
287,2015,นครนายก,Surgery,49.0,258577,18.94986793102248
288,2015,นครปฐม,Anesthesiology,7.0,899342,0.7783468357977277
289,2015,นครปฐม,Emergency Medicine,2.0,899342,0.22238481022792217
290,2015,นครปฐม,Family Medicine,8.0,899342,0.8895392409116887
291,2015,นครปฐม,General Practitioner,8.0,899342,0.8895392409116887
292,2015,นครปฐม,Gynecology,13.0,899342,1.4455012664814941
293,2015,นครปฐม,Internal Medicine,26.0,899342,2.8910025329629883
294,2015,นครปฐม,Neurosurgery,4.0,899342,0.44476962045584434
295,2015,นครปฐม,Ophthalmology,8.0,899342,0.8895392409116887
296,2015,นครปฐม,Orthopedic,11.0,899342,1.223116456253572
297,2015,นครปฐม,Otolaryngology,7.0,899342,0.7783468357977277
298,2015,นครปฐม,Pathology,4.0,899342,0.44476962045584434
299,2015,นครปฐม,Pediatrics,8.0,899342,0.8895392409116887
300,2015,นครปฐม,Physician,216.0,899342,24.017559504615594
301,2015,นครปฐม,Preventive Medicine,0.0,899342,0.0
302,2015,นครปฐม,Psychiatry,4.0,899342,0.44476962045584434
303,2015,นครปฐม,Radiology,5.0,899342,0.5559620255698055
304,2015,นครปฐม,Rehabilitation Medicine,2.0,899342,0.22238481022792217
305,2015,นครปฐม,Surgery,23.0,899342,2.5574253176211053
306,2015,นครพนม,Anesthesiology,2.0,715399,0.2795642711270214
307,2015,นครพนม,Emergency Medicine,1.0,715399,0.1397821355635107
308,2015,นครพนม,Family Medicine,2.0,715399,0.2795642711270214
309,2015,นครพนม,General Practitioner,26.0,715399,3.6343355246512785
310,2015,นครพนม,Gynecology,6.0,715399,0.8386928133810643
311,2015,นครพนม,Internal Medicine,18.0,715399,2.516078440143193
312,2015,นครพนม,Neurosurgery,1.0,715399,0.1397821355635107
313,2015,นครพนม,Ophthalmology,3.0,715399,0.41934640669053214
314,2015,นครพนม,Orthopedic,5.0,715399,0.6989106778175536
315,2015,นครพนม,Otolaryngology,3.0,715399,0.41934640669053214
316,2015,นครพนม,Pathology,0.0,715399,0.0
317,2015,นครพนม,Pediatrics,4.0,715399,0.5591285422540428
318,2015,นครพนม,Physician,120.0,715399,16.773856267621284
319,2015,นครพนม,Preventive Medicine,1.0,715399,0.1397821355635107
320,2015,นครพนม,Psychiatry,0.0,715399,0.0
321,2015,นครพนม,Radiology,2.0,715399,0.2795642711270214
322,2015,นครพนม,Rehabilitation Medicine,0.0,715399,0.0
323,2015,นครพนม,Surgery,7.0,715399,0.978474948944575
324,2015,นครราชสีมา,Anesthesiology,3.0,2628818,0.11411972985577548
325,2015,นครราชสีมา,Emergency Medicine,1.0,2628818,0.03803990995192516
326,2015,นครราชสีมา,Family Medicine,11.0,2628818,0.4184390094711768
327,2015,นครราชสีมา,General Practitioner,37.0,2628818,1.407476668221231
328,2015,นครราชสีมา,Gynecology,12.0,2628818,0.4564789194231019
329,2015,นครราชสีมา,Internal Medicine,16.0,2628818,0.6086385592308026
330,2015,นครราชสีมา,Neurosurgery,2.0,2628818,0.07607981990385032
331,2015,นครราชสีมา,Ophthalmology,2.0,2628818,0.07607981990385032
332,2015,นครราชสีมา,Orthopedic,7.0,2628818,0.26627936966347615
333,2015,นครราชสีมา,Otolaryngology,3.0,2628818,0.11411972985577548
334,2015,นครราชสีมา,Pathology,0.0,2628818,0.0
335,2015,นครราชสีมา,Pediatrics,6.0,2628818,0.22823945971155096
336,2015,นครราชสีมา,Physician,201.0,2628818,7.646021900336957
337,2015,นครราชสีมา,Preventive Medicine,3.0,2628818,0.11411972985577548
338,2015,นครราชสีมา,Psychiatry,3.0,2628818,0.11411972985577548
339,2015,นครราชสีมา,Radiology,5.0,2628818,0.1901995497596258
340,2015,นครราชสีมา,Rehabilitation Medicine,3.0,2628818,0.11411972985577548
341,2015,นครราชสีมา,Surgery,12.0,2628818,0.4564789194231019
342,2015,นครศรีธรรมราช,Anesthesiology,7.0,1552530,0.45087695567879527
343,2015,นครศรีธรรมราช,Emergency Medicine,4.0,1552530,0.2576439746735973
344,2015,นครศรีธรรมราช,Family Medicine,6.0,1552530,0.38646596201039596
345,2015,นครศรีธรรมราช,General Practitioner,9.0,1552530,0.5796989430155939
346,2015,นครศรีธรรมราช,Gynecology,22.0,1552530,1.4170418607047852
347,2015,นครศรีธรรมราช,Internal Medicine,38.0,1552530,2.4476177593991744
348,2015,นครศรีธรรมราช,Neurosurgery,2.0,1552530,0.12882198733679864
349,2015,นครศรีธรรมราช,Ophthalmology,12.0,1552530,0.7729319240207919
350,2015,นครศรีธรรมราช,Orthopedic,13.0,1552530,0.8373429176891912
351,2015,นครศรีธรรมราช,Otolaryngology,7.0,1552530,0.45087695567879527
352,2015,นครศรีธรรมราช,Pathology,2.0,1552530,0.12882198733679864
353,2015,นครศรีธรรมราช,Pediatrics,22.0,1552530,1.4170418607047852
354,2015,นครศรีธรรมราช,Physician,183.0,1552530,11.787211841317076
355,2015,นครศรีธรรมราช,Preventive Medicine,2.0,1552530,0.12882198733679864
356,2015,นครศรีธรรมราช,Psychiatry,8.0,1552530,0.5152879493471946
357,2015,นครศรีธรรมราช,Radiology,10.0,1552530,0.6441099366839932
358,2015,นครศรีธรรมราช,Rehabilitation Medicine,3.0,1552530,0.19323298100519798
359,2015,นครศรีธรรมราช,Surgery,18.0,1552530,1.1593978860311878
360,2015,นครสวรรค์,Anesthesiology,7.0,1071942,0.6530204059547998
361,2015,นครสวรรค์,Emergency Medicine,3.0,1071942,0.2798658882663428
362,2015,นครสวรรค์,Family Medicine,2.0,1071942,0.18657725884422852
363,2015,นครสวรรค์,General Practitioner,5.0,1071942,0.4664431471105713
364,2015,นครสวรรค์,Gynecology,8.0,1071942,0.7463090353769141
365,2015,นครสวรรค์,Internal Medicine,27.0,1071942,2.518792994397085
366,2015,นครสวรรค์,Neurosurgery,3.0,1071942,0.2798658882663428
367,2015,นครสวรรค์,Ophthalmology,5.0,1071942,0.4664431471105713
368,2015,นครสวรรค์,Orthopedic,9.0,1071942,0.8395976647990283
369,2015,นครสวรรค์,Otolaryngology,7.0,1071942,0.6530204059547998
370,2015,นครสวรรค์,Pathology,0.0,1071942,0.0
371,2015,นครสวรรค์,Pediatrics,14.0,1071942,1.3060408119095996
372,2015,นครสวรรค์,Physician,226.0,1071942,21.083230249397822
373,2015,นครสวรรค์,Preventive Medicine,0.0,1071942,0.0
374,2015,นครสวรรค์,Psychiatry,2.0,1071942,0.18657725884422852
375,2015,นครสวรรค์,Radiology,0.0,1071942,0.0
376,2015,นครสวรรค์,Rehabilitation Medicine,3.0,1071942,0.2798658882663428
377,2015,นครสวรรค์,Surgery,14.0,1071942,1.3060408119095996
378,2015,นนทบุรี,Anesthesiology,8.0,1193711,0.6701789629148094
379,2015,นนทบุรี,Emergency Medicine,0.0,1193711,0.0
380,2015,นนทบุรี,Family Medicine,19.0,1193711,1.5916750369226722
381,2015,นนทบุรี,General Practitioner,15.0,1193711,1.2565855554652674
382,2015,นนทบุรี,Gynecology,26.0,1193711,2.17808162947313
383,2015,นนทบุรี,Internal Medicine,63.0,1193711,5.277659332954124
384,2015,นนทบุรี,Neurosurgery,3.0,1193711,0.2513171110930535
385,2015,นนทบุรี,Ophthalmology,20.0,1193711,1.6754474072870233
386,2015,นนทบุรี,Orthopedic,27.0,1193711,2.2618539998374816
387,2015,นนทบุรี,Otolaryngology,8.0,1193711,0.6701789629148094
